item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM0000060,TXN0000022,PROD000272,2,389.92,10,701.86
ITEM0000061,TXN0000022,PROD000382,3,380.84,10,1028.27
ITEM0000062,TXN0000023,PROD000334,3,208.74,10,563.6
ITEM0000063,TXN0000023,PROD000326,4,207.11,0,828.44
ITEM0000064,TXN0000023,PROD000110,3,166.96,20,400.7
ITEM0000065,TXN0000023,PROD000111,1,54.98,0,54.98
ITEM0000066,TXN0000024,PROD000049,5,291.34,20,1165.36
ITEM0000067,TXN0000024,PROD000440,2,117.29,15,199.39
ITEM0000068,TXN0000024,PROD000242,1,473.22,5,449.56
ITEM0000069,TXN0000024,PROD000131,3,443.09,10,1196.34
ITEM0000070,TXN0000024,PROD000194,3,475.22,5,1354.38
ITEM0000071,TXN0000025,PROD000443,2,214.87,20,343.79
ITEM0000072,TXN0000025,PROD000083,2,124.75,0,249.5
ITEM0000073,TXN0000026,PROD000278,3,375.28,10,1013.26
ITEM0000074,TXN0000027,PROD000368,4,312.59,20,1000.29
ITEM0000075,TXN0000027,PROD000462,1,280.81,20,224.65
ITEM0000076,TXN0000027,PROD000432,2,275.68,10,496.22
ITEM0000077,TXN0000027,PROD000220,1,438.69,10,394.82
ITEM0000078,TXN0000028,PROD000002,1,143.21,10,128.89
ITEM0000079,TXN0000028,PROD000480,4,281.88,5,1071.14
ITEM0000080,TXN0000029,PROD000454,2,310.21,15,527.36
ITEM0000081,TXN0000029,PROD000279,4,238.73,20,763.94
ITEM0000082,TXN0000029,PROD000152,2,150.56,10,271.01
ITEM0000083,TXN0000029,PROD000048,2,461.59,0,923.18
ITEM0000084,TXN0000030,PROD000131,2,443.09,0,886.18
ITEM0000085,TXN0000030,PROD000288,2,234.97,0,469.94
ITEM0000086,TXN0000031,PROD000135,4,496.96,20,1590.27
ITEM0000087,TXN0000031,PROD000012,5,284.01,5,1349.05
ITEM0000088,TXN0000032,PROD000135,1,496.96,20,397.57
ITEM0000089,TXN0000032,PROD000322,5,26.04,20,104.16
ITEM0000090,TXN0000032,PROD000325,1,157.65,10,141.89
ITEM0000091,TXN0000033,PROD000364,1,266.06,15,226.15
ITEM0000092,TXN0000033,PROD000171,1,452.13,15,384.31
ITEM0000093,TXN0000034,PROD000045,4,436.81,20,1397.79
ITEM0000094,TXN0000034,PROD000465,3,225.13,5,641.62
ITEM0000095,TXN0000034,PROD000282,2,461.9,20,739.04
ITEM0000096,TXN0000034,PROD000238,1,138.82,5,131.88
ITEM0000097,TXN0000034,PROD000100,5,491.12,0,2455.6
ITEM0000098,TXN0000035,PROD000302,5,414.66,10,1865.97
ITEM0000099,TXN0000035,PROD000216,2,371.96,15,632.33
ITEM0000100,TXN0000036,PROD000408,4,96.5,10,347.4
ITEM0000101,TXN0000036,PROD000251,4,91.4,20,292.48
ITEM0000102,TXN0000036,PROD000130,4,421.4,20,1348.48
ITEM0000103,TXN0000036,PROD000450,5,162.73,0,813.65
ITEM0000104,TXN0000037,PROD000236,4,170.17,5,646.65
ITEM0000105,TXN0000037,PROD000159,1,272.08,0,272.08
ITEM0000106,TXN0000037,PROD000197,1,199.73,15,169.77
ITEM0000107,TXN0000037,PROD000331,1,144.79,0,144.79
ITEM0000108,TXN0000037,PROD000003,1,447.83,20,358.26
ITEM0000109,TXN0000038,PROD000435,4,81.63,20,261.22
ITEM0000110,TXN0000038,PROD000138,5,26.59,20,106.36
ITEM0000111,TXN0000039,PROD000028,3,432.42,0,1297.26
ITEM0000112,TXN0000039,PROD000104,1,433.95,15,368.86
ITEM0000113,TXN0000039,PROD000483,1,475.16,0,475.16
ITEM0000114,TXN0000040,PROD000312,5,238.38,0,1191.9
ITEM0000115,TXN0000040,PROD000026,3,168.55,0,505.65
ITEM0000116,TXN0000040,PROD000310,4,209.89,5,797.58
ITEM0000117,TXN0000041,PROD000048,5,461.59,20,1846.36
ITEM0000118,TXN0000042,PROD000272,4,389.92,0,1559.68
ITEM0000119,TXN0000042,PROD000212,5,200.97,15,854.12
ITEM0000120,TXN0000042,PROD000376,2,399.33,15,678.86
ITEM0000121,TXN0000042,PROD000288,4,234.97,10,845.89
ITEM0000122,TXN0000043,PROD000320,2,53.43,5,101.52
ITEM0000123,TXN0000044,PROD000343,1,495.1,10,445.59
ITEM0000124,TXN0000044,PROD000493,1,39.68,5,37.7
ITEM0000125,TXN0000044,PROD000071,1,202.68,5,192.55
ITEM0000126,TXN0000045,PROD000356,5,314.95,0,1574.75
ITEM0000127,TXN0000045,PROD000225,3,53.41,5,152.22
ITEM0000128,TXN0000045,PROD000398,2,259.53,10,467.15
ITEM0000129,TXN0000045,PROD000467,1,84.22,0,84.22
ITEM0000130,TXN0000045,PROD000117,5,254.76,15,1082.73
ITEM0000131,TXN0000046,PROD000217,4,140.27,20,448.86
ITEM0000132,TXN0000046,PROD000221,2,24.26,5,46.09
ITEM0000133,TXN0000046,PROD000382,2,380.84,15,647.43
ITEM0000134,TXN0000046,PROD000101,5,439.06,0,2195.3
ITEM0000135,TXN0000046,PROD000277,2,490.75,20,785.2
ITEM0000136,TXN0000047,PROD000392,3,120.07,10,324.19
ITEM0000137,TXN0000047,PROD000404,4,32.64,10,117.5
ITEM0000138,TXN0000047,PROD000154,1,190.58,10,171.52
ITEM0000139,TXN0000047,PROD000166,2,278.65,10,501.57
ITEM0000140,TXN0000048,PROD000288,4,234.97,0,939.88
ITEM0000141,TXN0000048,PROD000201,2,34.66,20,55.46
ITEM0000142,TXN0000048,PROD000380,5,401.04,5,1904.94
ITEM0000143,TXN0000048,PROD000450,1,162.73,10,146.46
ITEM0000144,TXN0000049,PROD000379,4,214.06,5,813.43
ITEM0000145,TXN0000049,PROD000489,4,259.29,15,881.59
ITEM0000146,TXN0000049,PROD000073,2,168.98,20,270.37
ITEM0000147,TXN0000050,PROD000210,5,403.22,15,1713.69
ITEM0000148,TXN0000050,PROD000089,3,331.46,0,994.38
ITEM0000149,TXN0000050,PROD000143,1,366.8,15,311.78
ITEM0000150,TXN0000050,PROD000238,2,138.82,15,235.99
ITEM0000151,TXN0000051,PROD000500,2,268.1,15,455.77
ITEM0000152,TXN0000051,PROD000246,2,213.17,0,426.34
ITEM0000153,TXN0000051,PROD000194,4,475.22,10,1710.79
ITEM0000154,TXN0000052,PROD000106,1,313.02,10,281.72
ITEM0000155,TXN0000053,PROD000408,5,96.5,10,434.25
ITEM0000156,TXN0000053,PROD000432,2,275.68,15,468.66
ITEM0000157,TXN0000054,PROD000051,3,119.75,15,305.36
ITEM0000158,TXN0000055,PROD000320,3,53.43,10,144.26
ITEM0000159,TXN0000055,PROD000373,1,395.28,20,316.22
ITEM0000160,TXN0000056,PROD000045,4,436.81,5,1659.88
ITEM0000161,TXN0000057,PROD000111,3,54.98,0,164.94
ITEM0000162,TXN0000057,PROD000232,5,189.35,5,899.41
ITEM0000163,TXN0000057,PROD000416,4,281.95,10,1015.02
ITEM0000164,TXN0000057,PROD000312,4,238.38,0,953.52
ITEM0000165,TXN0000057,PROD000083,2,124.75,0,249.5
ITEM0000166,TXN0000058,PROD000315,5,41.3,10,185.85
ITEM0000167,TXN0000059,PROD000072,2,26.63,20,42.61
ITEM0000168,TXN0000060,PROD000392,5,120.07,0,600.35
ITEM0000169,TXN0000060,PROD000450,5,162.73,15,691.6
ITEM0000170,TXN0000060,PROD000056,2,66.0,15,112.2
ITEM0000171,TXN0000060,PROD000214,1,165.01,5,156.76
ITEM0000172,TXN0000061,PROD000011,4,301.11,5,1144.22
ITEM0000173,TXN0000061,PROD000010,4,241.81,5,918.88
ITEM0000174,TXN0000061,PROD000076,2,228.53,20,365.65
ITEM0000175,TXN0000061,PROD000416,5,281.95,0,1409.75
ITEM0000176,TXN0000061,PROD000373,1,395.28,0,395.28
ITEM0000177,TXN0000062,PROD000225,3,53.41,15,136.2
ITEM0000178,TXN0000062,PROD000230,5,188.66,10,848.97
ITEM0000179,TXN0000062,PROD000198,4,474.96,0,1899.84
ITEM0000180,TXN0000062,PROD000013,4,52.5,15,178.5
ITEM0000181,TXN0000062,PROD000354,2,336.53,20,538.45
ITEM0000182,TXN0000063,PROD000317,5,472.44,5,2244.09
ITEM0000183,TXN0000063,PROD000249,4,287.69,5,1093.22
ITEM0000184,TXN0000064,PROD000092,1,267.49,10,240.74
ITEM0000185,TXN0000064,PROD000473,4,260.24,20,832.77
ITEM0000186,TXN0000064,PROD000118,1,285.59,0,285.59
ITEM0000187,TXN0000065,PROD000126,3,228.41,5,650.97
ITEM0000188,TXN0000065,PROD000249,2,287.69,20,460.3
ITEM0000189,TXN0000065,PROD000094,5,120.42,10,541.89
ITEM0000190,TXN0000066,PROD000370,3,27.81,15,70.92
ITEM0000191,TXN0000066,PROD000083,2,124.75,20,199.6
ITEM0000192,TXN0000066,PROD000439,3,374.39,5,1067.01
ITEM0000193,TXN0000067,PROD000325,4,157.65,5,599.07
ITEM0000194,TXN0000067,PROD000029,2,378.78,5,719.68
ITEM0000195,TXN0000068,PROD000224,4,75.62,20,241.98
ITEM0000196,TXN0000068,PROD000217,2,140.27,15,238.46
ITEM0000197,TXN0000068,PROD000323,4,102.72,20,328.7
ITEM0000198,TXN0000069,PROD000122,5,390.34,15,1658.94
ITEM0000199,TXN0000069,PROD000296,2,160.41,5,304.78
ITEM0000200,TXN0000069,PROD000446,1,453.16,15,385.19
ITEM0000201,TXN0000070,PROD000411,3,446.95,15,1139.72
ITEM0000202,TXN0000070,PROD000040,2,350.58,5,666.1
ITEM0000203,TXN0000070,PROD000023,2,91.23,10,164.21
ITEM0000204,TXN0000070,PROD000477,1,312.33,20,249.86
ITEM0000205,TXN0000070,PROD000176,5,383.28,20,1533.12
ITEM0000206,TXN0000071,PROD000408,4,96.5,15,328.1
ITEM0000207,TXN0000071,PROD000184,4,456.73,5,1735.57
ITEM0000208,TXN0000071,PROD000102,1,131.83,20,105.46
ITEM0000209,TXN0000071,PROD000293,1,466.92,0,466.92
ITEM0000210,TXN0000072,PROD000160,2,478.51,10,861.32
ITEM0000211,TXN0000073,PROD000280,2,252.73,15,429.64
ITEM0000212,TXN0000073,PROD000387,4,201.96,20,646.27
ITEM0000213,TXN0000074,PROD000336,1,433.33,5,411.66
ITEM0000214,TXN0000075,PROD000358,4,99.61,20,318.75
ITEM0000215,TXN0000075,PROD000334,5,208.74,0,1043.7
ITEM0000216,TXN0000076,PROD000188,1,267.94,20,214.35
ITEM0000217,TXN0000077,PROD000020,2,111.01,15,188.72
ITEM0000218,TXN0000077,PROD000309,1,198.81,15,168.99
ITEM0000219,TXN0000077,PROD000232,5,189.35,5,899.41
ITEM0000220,TXN0000077,PROD000033,3,361.7,0,1085.1
ITEM0000221,TXN0000078,PROD000037,3,439.42,0,1318.26
ITEM0000222,TXN0000078,PROD000244,2,12.7,5,24.13
ITEM0000223,TXN0000079,PROD000367,2,294.53,0,589.06
ITEM0000224,TXN0000080,PROD000104,4,433.95,0,1735.8
ITEM0000225,TXN0000080,PROD000410,1,168.6,0,168.6
ITEM0000226,TXN0000080,PROD000306,5,185.15,5,879.46
ITEM0000227,TXN0000081,PROD000426,4,148.28,5,563.46
ITEM0000228,TXN0000081,PROD000094,5,120.42,5,572.0
ITEM0000229,TXN0000082,PROD000285,2,460.67,5,875.27
ITEM0000230,TXN0000082,PROD000177,4,170.34,15,579.16
ITEM0000231,TXN0000083,PROD000330,3,23.06,20,55.34
ITEM0000232,TXN0000083,PROD000483,1,475.16,20,380.13
ITEM0000233,TXN0000083,PROD000380,3,401.04,15,1022.65
ITEM0000234,TXN0000083,PROD000307,2,103.13,15,175.32
ITEM0000235,TXN0000084,PROD000123,5,370.48,0,1852.4
ITEM0000236,TXN0000084,PROD000100,3,491.12,20,1178.69
ITEM0000237,TXN0000084,PROD000360,3,308.38,5,878.88
ITEM0000238,TXN0000084,PROD000409,4,472.85,20,1513.12
ITEM0000239,TXN0000084,PROD000022,2,260.82,20,417.31
ITEM0000240,TXN0000085,PROD000489,5,259.29,15,1101.98
ITEM0000241,TXN0000085,PROD000273,3,407.28,15,1038.56
ITEM0000242,TXN0000085,PROD000477,1,312.33,5,296.71
ITEM0000243,TXN0000085,PROD000123,4,370.48,10,1333.73
ITEM0000244,TXN0000085,PROD000038,5,142.49,15,605.58
ITEM0000245,TXN0000086,PROD000024,5,171.82,5,816.14
ITEM0000246,TXN0000086,PROD000020,1,111.01,5,105.46
ITEM0000247,TXN0000086,PROD000177,4,170.34,5,647.29
ITEM0000248,TXN0000086,PROD000031,2,473.04,5,898.78
ITEM0000249,TXN0000087,PROD000292,3,29.3,20,70.32
ITEM0000250,TXN0000087,PROD000281,5,144.71,10,651.2
ITEM0000251,TXN0000087,PROD000147,3,479.41,5,1366.32
ITEM0000252,TXN0000087,PROD000310,4,209.89,0,839.56
ITEM0000253,TXN0000087,PROD000409,4,472.85,10,1702.26
ITEM0000254,TXN0000088,PROD000436,3,301.02,20,722.45
ITEM0000255,TXN0000088,PROD000342,5,248.49,10,1118.21
ITEM0000256,TXN0000088,PROD000157,2,322.89,20,516.62
ITEM0000257,TXN0000088,PROD000374,2,457.54,10,823.57
ITEM0000258,TXN0000089,PROD000105,3,387.6,10,1046.52
ITEM0000259,TXN0000089,PROD000347,2,248.1,20,396.96
ITEM0000260,TXN0000089,PROD000462,3,280.81,20,673.94
ITEM0000261,TXN0000089,PROD000032,3,66.96,10,180.79
ITEM0000262,TXN0000090,PROD000115,3,265.12,20,636.29
ITEM0000263,TXN0000090,PROD000072,3,26.63,10,71.9
ITEM0000264,TXN0000090,PROD000341,2,166.72,5,316.77
ITEM0000265,TXN0000090,PROD000424,1,11.01,10,9.91
ITEM0000266,TXN0000090,PROD000223,2,255.04,5,484.58
ITEM0000267,TXN0000091,PROD000261,1,272.51,20,218.01
ITEM0000268,TXN0000091,PROD000138,3,26.59,15,67.8
ITEM0000269,TXN0000091,PROD000386,5,378.03,20,1512.12
ITEM0000270,TXN0000092,PROD000004,5,277.59,10,1249.15
ITEM0000271,TXN0000092,PROD000149,4,259.63,10,934.67
ITEM0000272,TXN0000092,PROD000097,1,20.27,0,20.27
ITEM0000273,TXN0000092,PROD000449,1,20.72,15,17.61
ITEM0000274,TXN0000092,PROD000422,5,106.66,15,453.3
ITEM0000275,TXN0000093,PROD000265,2,425.94,5,809.29
ITEM0000276,TXN0000093,PROD000196,5,459.63,15,1953.43
ITEM0000277,TXN0000094,PROD000277,2,490.75,20,785.2
ITEM0000278,TXN0000094,PROD000364,5,266.06,20,1064.24
ITEM0000279,TXN0000095,PROD000191,4,136.19,0,544.76
ITEM0000280,TXN0000095,PROD000264,1,150.84,10,135.76
ITEM0000281,TXN0000096,PROD000076,4,228.53,5,868.41
ITEM0000282,TXN0000096,PROD000396,2,299.32,15,508.84
ITEM0000283,TXN0000097,PROD000415,3,296.28,15,755.51
ITEM0000284,TXN0000098,PROD000203,1,257.58,20,206.06
ITEM0000285,TXN0000098,PROD000075,1,223.58,20,178.86
ITEM0000286,TXN0000098,PROD000435,5,81.63,10,367.33
ITEM0000287,TXN0000098,PROD000301,3,201.63,15,514.16
ITEM0000288,TXN0000098,PROD000323,4,102.72,0,410.88
ITEM0000289,TXN0000099,PROD000164,3,363.03,5,1034.64
ITEM0000290,TXN0000099,PROD000102,5,131.83,15,560.28
ITEM0000291,TXN0000099,PROD000215,2,317.47,15,539.7
ITEM0000292,TXN0000099,PROD000444,1,221.31,20,177.05
ITEM0000293,TXN0000100,PROD000295,5,86.5,10,389.25
ITEM0000294,TXN0000100,PROD000481,1,195.61,10,176.05
ITEM0000295,TXN0000100,PROD000373,3,395.28,20,948.67
ITEM0000296,TXN0000101,PROD000454,4,310.21,0,1240.84
ITEM0000297,TXN0000101,PROD000234,1,117.19,0,117.19
ITEM0000298,TXN0000102,PROD000149,2,259.63,20,415.41
ITEM0000299,TXN0000102,PROD000089,3,331.46,5,944.66
ITEM0000300,TXN0000103,PROD000044,1,236.14,0,236.14
ITEM0000301,TXN0000103,PROD000101,3,439.06,0,1317.18
ITEM0000302,TXN0000103,PROD000019,1,427.65,20,342.12
ITEM0000303,TXN0000104,PROD000047,5,19.24,0,96.2
ITEM0000304,TXN0000104,PROD000130,5,421.4,0,2107.0
ITEM0000305,TXN0000104,PROD000242,1,473.22,10,425.9
ITEM0000306,TXN0000104,PROD000144,5,252.28,20,1009.12
ITEM0000307,TXN0000105,PROD000461,5,133.73,15,568.35
ITEM0000308,TXN0000105,PROD000015,3,283.76,0,851.28
ITEM0000309,TXN0000105,PROD000025,3,190.03,15,484.58
ITEM0000310,TXN0000105,PROD000129,2,314.55,20,503.28
ITEM0000311,TXN0000106,PROD000154,5,190.58,0,952.9
ITEM0000312,TXN0000106,PROD000294,4,192.05,0,768.2
ITEM0000313,TXN0000106,PROD000004,3,277.59,15,707.85
ITEM0000314,TXN0000106,PROD000414,4,30.87,10,111.13
ITEM0000315,TXN0000106,PROD000229,5,298.01,10,1341.05
ITEM0000316,TXN0000107,PROD000336,4,433.33,0,1733.32
ITEM0000317,TXN0000107,PROD000434,4,204.59,15,695.61
ITEM0000318,TXN0000107,PROD000312,5,238.38,5,1132.31
ITEM0000319,TXN0000107,PROD000012,5,284.01,0,1420.05
ITEM0000320,TXN0000107,PROD000487,4,101.33,15,344.52
ITEM0000321,TXN0000108,PROD000250,1,264.89,15,225.16
ITEM0000322,TXN0000109,PROD000314,1,152.63,0,152.63
ITEM0000323,TXN0000110,PROD000353,5,98.51,0,492.55
ITEM0000324,TXN0000110,PROD000354,1,336.53,15,286.05
ITEM0000325,TXN0000111,PROD000254,2,27.36,20,43.78
ITEM0000326,TXN0000111,PROD000444,2,221.31,5,420.49
ITEM0000327,TXN0000111,PROD000348,3,168.64,20,404.74
ITEM0000328,TXN0000111,PROD000034,1,288.88,10,259.99
ITEM0000329,TXN0000111,PROD000181,1,81.76,10,73.58
ITEM0000330,TXN0000112,PROD000219,4,147.86,20,473.15
ITEM0000331,TXN0000113,PROD000397,5,67.68,10,304.56
ITEM0000332,TXN0000113,PROD000185,3,321.33,15,819.39
ITEM0000333,TXN0000113,PROD000468,4,427.23,5,1623.47
ITEM0000334,TXN0000113,PROD000047,4,19.24,15,65.42
ITEM0000335,TXN0000113,PROD000270,4,155.25,10,558.9
ITEM0000336,TXN0000114,PROD000115,3,265.12,5,755.59
ITEM0000337,TXN0000114,PROD000024,1,171.82,5,163.23
ITEM0000338,TXN0000115,PROD000274,5,474.83,5,2255.44
ITEM0000339,TXN0000116,PROD000003,4,447.83,5,1701.75
ITEM0000340,TXN0000116,PROD000489,4,259.29,10,933.44
ITEM0000341,TXN0000117,PROD000301,2,201.63,15,342.77
ITEM0000342,TXN0000118,PROD000052,3,48.32,5,137.71
ITEM0000343,TXN0000118,PROD000336,1,433.33,15,368.33
ITEM0000344,TXN0000118,PROD000131,3,443.09,5,1262.81
ITEM0000345,TXN0000118,PROD000500,5,268.1,15,1139.42
ITEM0000346,TXN0000118,PROD000463,1,216.63,10,194.97
ITEM0000347,TXN0000119,PROD000202,1,163.73,10,147.36
ITEM0000348,TXN0000120,PROD000468,4,427.23,0,1708.92
ITEM0000349,TXN0000120,PROD000216,3,371.96,10,1004.29
ITEM0000350,TXN0000121,PROD000499,1,276.35,10,248.72
ITEM0000351,TXN0000121,PROD000389,3,195.91,5,558.34
ITEM0000352,TXN0000121,PROD000004,3,277.59,10,749.49
ITEM0000353,TXN0000122,PROD000135,1,496.96,10,447.26
ITEM0000354,TXN0000123,PROD000114,4,194.73,15,662.08
ITEM0000355,TXN0000124,PROD000251,5,91.4,10,411.3
ITEM0000356,TXN0000124,PROD000161,1,57.62,5,54.74
ITEM0000357,TXN0000124,PROD000258,4,397.63,10,1431.47
ITEM0000358,TXN0000124,PROD000108,3,135.99,15,346.77
ITEM0000359,TXN0000125,PROD000421,5,348.84,10,1569.78
ITEM0000360,TXN0000125,PROD000440,1,117.29,10,105.56
ITEM0000361,TXN0000125,PROD000358,4,99.61,10,358.6
ITEM0000362,TXN0000126,PROD000415,4,296.28,5,1125.86
ITEM0000363,TXN0000126,PROD000401,2,162.88,15,276.9
ITEM0000364,TXN0000126,PROD000010,3,241.81,15,616.62
ITEM0000365,TXN0000126,PROD000392,5,120.07,5,570.33
ITEM0000366,TXN0000127,PROD000305,1,241.85,10,217.66
ITEM0000367,TXN0000127,PROD000297,1,146.68,20,117.34
ITEM0000368,TXN0000127,PROD000412,2,480.6,15,817.02
ITEM0000369,TXN0000127,PROD000480,4,281.88,15,958.39
ITEM0000370,TXN0000127,PROD000069,5,262.58,10,1181.61
ITEM0000371,TXN0000128,PROD000275,2,131.29,20,210.06
ITEM0000372,TXN0000128,PROD000439,5,374.39,5,1778.35
ITEM0000373,TXN0000128,PROD000182,3,369.56,5,1053.25
ITEM0000374,TXN0000128,PROD000071,2,202.68,5,385.09
ITEM0000375,TXN0000129,PROD000282,1,461.9,0,461.9
ITEM0000376,TXN0000129,PROD000462,3,280.81,5,800.31
ITEM0000377,TXN0000129,PROD000181,4,81.76,15,277.98
ITEM0000378,TXN0000129,PROD000079,2,354.15,20,566.64
ITEM0000379,TXN0000129,PROD000191,3,136.19,20,326.86
ITEM0000380,TXN0000130,PROD000209,4,241.32,0,965.28
ITEM0000381,TXN0000130,PROD000092,5,267.49,15,1136.83
ITEM0000382,TXN0000131,PROD000469,4,388.12,5,1474.86
ITEM0000383,TXN0000131,PROD000012,4,284.01,5,1079.24
ITEM0000384,TXN0000131,PROD000142,3,96.52,0,289.56
ITEM0000385,TXN0000131,PROD000057,5,470.77,15,2000.77
ITEM0000386,TXN0000132,PROD000188,3,267.94,5,763.63
ITEM0000387,TXN0000132,PROD000250,1,264.89,15,225.16
ITEM0000388,TXN0000133,PROD000226,4,360.13,5,1368.49
ITEM0000389,TXN0000133,PROD000376,1,399.33,20,319.46
ITEM0000390,TXN0000133,PROD000142,4,96.52,10,347.47
ITEM0000391,TXN0000133,PROD000159,5,272.08,20,1088.32
ITEM0000392,TXN0000134,PROD000420,5,398.68,20,1594.72
ITEM0000393,TXN0000135,PROD000111,3,54.98,5,156.69
ITEM0000394,TXN0000135,PROD000386,5,378.03,20,1512.12
ITEM0000395,TXN0000136,PROD000434,1,204.59,20,163.67
ITEM0000396,TXN0000137,PROD000471,2,327.8,5,622.82
ITEM0000397,TXN0000137,PROD000311,5,455.31,20,1821.24
ITEM0000398,TXN0000138,PROD000333,2,417.07,20,667.31
ITEM0000399,TXN0000138,PROD000060,3,103.07,0,309.21
ITEM0000400,TXN0000138,PROD000402,5,477.45,20,1909.8
ITEM0000401,TXN0000138,PROD000201,5,34.66,0,173.3
ITEM0000402,TXN0000138,PROD000413,4,458.74,20,1467.97
ITEM0000403,TXN0000139,PROD000490,4,162.74,20,520.77
ITEM0000404,TXN0000139,PROD000467,2,84.22,20,134.75
ITEM0000405,TXN0000139,PROD000366,2,207.72,10,373.9
ITEM0000406,TXN0000139,PROD000224,2,75.62,20,120.99
ITEM0000407,TXN0000140,PROD000215,1,317.47,15,269.85
ITEM0000408,TXN0000141,PROD000357,2,336.87,15,572.68
ITEM0000409,TXN0000142,PROD000057,5,470.77,15,2000.77
ITEM0000410,TXN0000143,PROD000288,1,234.97,20,187.98
ITEM0000411,TXN0000143,PROD000153,3,295.8,20,709.92
ITEM0000412,TXN0000143,PROD000345,1,48.12,0,48.12
ITEM0000413,TXN0000143,PROD000363,1,458.48,0,458.48
ITEM0000414,TXN0000144,PROD000203,3,257.58,0,772.74
ITEM0000415,TXN0000144,PROD000331,2,144.79,15,246.14
ITEM0000416,TXN0000144,PROD000048,1,461.59,15,392.35
ITEM0000417,TXN0000144,PROD000234,4,117.19,10,421.88
ITEM0000418,TXN0000144,PROD000093,2,140.77,10,253.39
